File Name,Visibility Class,X,Y,Trajectory Pattern
0000.jpg,1,913.0,368.0,1
0001.jpg,1,913.0,368.0,1
0002.jpg,1,912.0,367.0,1
0003.jpg,1,914.0,366.0,1
0004.jpg,1,916.0,369.0,1
0005.jpg,1,919.0,365.0,1
0006.jpg,1,919.0,360.0,1
0007.jpg,1,923.0,354.0,1
0008.jpg,1,925.0,351.0,1
0009.jpg,1,931.0,344.0,1
0010.jpg,1,940.0,328.0,1
0011.jpg,1,960.0,322.0,1
0012.jpg,1,976.0,318.0,1
0013.jpg,1,994.0,321.0,1
0014.jpg,1,992.0,319.0,1
0015.jpg,1,1000.0,328.0,1
0016.jpg,1,1002.0,327.0,1
0017.jpg,1,995.0,327.0,1
0018.jpg,1,972.0,315.0,1
0019.jpg,2,941.0,306.0,0
0020.jpg,2,942.0,308.0,0
0021.jpg,2,898.0,306.0,0
0022.jpg,2,858.0,304.0,0
0023.jpg,0,,,
0024.jpg,2,771.0,309.0,0
0025.jpg,2,725.0,311.0,0
0026.jpg,2,726.0,308.0,0
0027.jpg,0,,,
0028.jpg,0,,,
0029.jpg,0,,,
0030.jpg,0,,,
0031.jpg,0,,,
0032.jpg,0,,,
0033.jpg,0,,,
0034.jpg,0,,,
0035.jpg,2,383.0,377.0,0
0036.jpg,2,383.0,385.0,1
0037.jpg,2,384.0,389.0,1
0038.jpg,2,382.0,389.0,1
0039.jpg,2,387.0,396.0,0
0040.jpg,2,384.0,392.0,1
0041.jpg,2,386.0,387.0,1
0042.jpg,2,385.0,391.0,1
0043.jpg,0,,,
0044.jpg,0,,,
0045.jpg,0,,,
0046.jpg,2,389.0,391.0,1
0047.jpg,2,380.0,375.0,1
0048.jpg,2,366.0,358.0,1
0049.jpg,2,353.0,347.0,1
0050.jpg,2,353.0,344.0,1
0051.jpg,2,347.0,336.0,1
0052.jpg,2,344.0,328.0,1
0053.jpg,2,349.0,322.0,1
0054.jpg,1,348.0,320.0,1
0055.jpg,1,349.0,323.0,1
0056.jpg,1,350.0,324.0,1
0057.jpg,1,357.0,325.0,1
0058.jpg,1,354.0,332.0,1
0059.jpg,1,355.0,340.0,1
0060.jpg,1,353.0,349.0,1
0061.jpg,0,,,
0062.jpg,0,,,
0063.jpg,1,361.0,362.0,0
0064.jpg,1,368.0,373.0,1
0065.jpg,1,371.0,381.0,1
0066.jpg,1,379.0,392.0,1
0067.jpg,2,399.0,405.0,1
0068.jpg,2,398.0,405.0,1
0069.jpg,0,,,
0070.jpg,2,446.0,445.0,0
0071.jpg,2,468.0,470.0,0
0072.jpg,2,487.0,498.0,2
0073.jpg,2,505.0,484.0,0
0074.jpg,2,502.0,482.0,0
0075.jpg,2,514.0,460.0,0
0076.jpg,2,527.0,443.0,0
0077.jpg,2,539.0,426.0,0
0078.jpg,2,554.0,409.0,0
0079.jpg,2,569.0,395.0,0
0080.jpg,2,567.0,397.0,0
0081.jpg,2,580.0,384.0,0
0082.jpg,2,594.0,372.0,0
0083.jpg,1,597.0,367.0,1
0084.jpg,2,590.0,364.0,1
0085.jpg,0,,,
0086.jpg,0,,,
0087.jpg,0,,,
0088.jpg,0,,,
0089.jpg,2,559.0,348.0,1
0090.jpg,2,555.0,335.0,1
0091.jpg,2,557.0,321.0,1
0092.jpg,2,557.0,321.0,1
0093.jpg,2,560.0,317.0,1
0094.jpg,2,566.0,310.0,1
0095.jpg,2,562.0,310.0,1
