File Name,Visibility Class,X,Y,Trajectory Pattern
0000.jpg,1,879.0,297.0,1.0
0001.jpg,1,879.0,298.0,1.0
0002.jpg,1,881.0,290.0,1.0
0003.jpg,1,881.0,284.0,1.0
0004.jpg,1,879.0,278.0,1.0
0005.jpg,1,879.0,275.0,1.0
0006.jpg,1,880.0,274.0,1.0
0007.jpg,1,878.0,275.0,1.0
0008.jpg,1,880.0,273.0,1.0
0009.jpg,1,877.0,275.0,1.0
0010.jpg,1,880.0,282.0,1.0
0011.jpg,0,,,
0012.jpg,0,,,
0013.jpg,0,,,
0014.jpg,1,896.0,334.0,0.0
0015.jpg,2,902.0,350.0,0.0
0016.jpg,0,,,
0017.jpg,0,,,
0018.jpg,2,913.0,424.0,0.0
0019.jpg,1,913.0,423.0,0.0
0020.jpg,2,917.0,437.0,2.0
0021.jpg,2,919.0,423.0,0.0
0022.jpg,1,921.0,411.0,0.0
0023.jpg,1,923.0,401.0,0.0
0024.jpg,1,926.0,391.0,0.0
0025.jpg,1,924.0,391.0,0.0
0026.jpg,1,928.0,385.0,0.0
0027.jpg,1,928.0,378.0,0.0
0028.jpg,1,932.0,371.0,0.0
0029.jpg,1,931.0,367.0,0.0
0030.jpg,1,932.0,362.0,0.0
0031.jpg,1,933.0,362.0,0.0
0032.jpg,1,936.0,361.0,0.0
0033.jpg,1,937.0,359.0,0.0
0034.jpg,1,937.0,360.0,0.0
0035.jpg,2,937.0,362.0,1.0
0036.jpg,0,,,
0037.jpg,0,,,
0038.jpg,0,,,
0039.jpg,0,,,
0040.jpg,0,,,
0041.jpg,0,,,
0042.jpg,0,,,
0043.jpg,0,,,
0044.jpg,0,,,
0045.jpg,0,,,
0046.jpg,0,,,
0047.jpg,0,,,
0048.jpg,0,,,
0049.jpg,0,,,
0050.jpg,0,,,
0051.jpg,0,,,
0052.jpg,0,,,
0053.jpg,0,,,
0054.jpg,0,,,
0055.jpg,0,,,
0056.jpg,0,,,
0057.jpg,0,,,
0058.jpg,0,,,
0059.jpg,0,,,
0060.jpg,0,,,
0061.jpg,0,,,
0062.jpg,0,,,
0063.jpg,0,,,
0064.jpg,0,,,
0065.jpg,0,,,
0066.jpg,0,,,
0067.jpg,0,,,
0068.jpg,0,,,
0069.jpg,0,,,
0070.jpg,0,,,
0071.jpg,0,,,
0072.jpg,0,,,
0073.jpg,0,,,
0074.jpg,0,,,
0075.jpg,0,,,
0076.jpg,0,,,
0077.jpg,0,,,
0078.jpg,0,,,
0079.jpg,0,,,
0080.jpg,0,,,
0081.jpg,0,,,
0082.jpg,0,,,
0083.jpg,0,,,
0084.jpg,0,,,
0085.jpg,0,,,
0086.jpg,0,,,
0087.jpg,0,,,
0088.jpg,0,,,
0089.jpg,0,,,
0090.jpg,0,,,
0091.jpg,0,,,
0092.jpg,0,,,
0093.jpg,2,952.0,356.0,1.0
0094.jpg,2,962.0,344.0,1.0
0095.jpg,0,,,
0096.jpg,1,961.0,304.0,1.0
0097.jpg,2,961.0,305.0,1.0
0098.jpg,2,949.0,290.0,1.0
0099.jpg,0,,,
0100.jpg,1,924.0,276.0,1.0
0101.jpg,2,917.0,275.0,1.0
0102.jpg,1,909.0,273.0,1.0
0103.jpg,1,908.0,273.0,1.0
0104.jpg,1,899.0,275.0,1.0
0105.jpg,1,893.0,282.0,1.0
0106.jpg,1,882.0,291.0,1.0
0107.jpg,1,878.0,302.0,1.0
0108.jpg,2,875.0,319.0,1.0
0109.jpg,2,873.0,320.0,1.0
0110.jpg,2,868.0,340.0,1.0
0111.jpg,2,864.0,361.0,0.0
0112.jpg,2,861.0,386.0,0.0
0113.jpg,2,860.0,409.0,0.0
0114.jpg,2,859.0,410.0,0.0
0115.jpg,1,858.0,409.0,0.0
0116.jpg,1,860.0,397.0,0.0
0117.jpg,1,858.0,382.0,0.0
0118.jpg,1,859.0,370.0,0.0
0119.jpg,1,856.0,359.0,0.0
0120.jpg,1,858.0,350.0,0.0
0121.jpg,1,859.0,349.0,0.0
0122.jpg,1,858.0,341.0,0.0
0123.jpg,1,858.0,338.0,1.0
0124.jpg,1,854.0,339.0,1.0
0125.jpg,2,852.0,334.0,1.0
0126.jpg,0,,,
0127.jpg,0,,,
0128.jpg,0,,,
0129.jpg,0,,,
0130.jpg,0,,,
0131.jpg,0,,,
0132.jpg,0,,,
0133.jpg,0,,,
0134.jpg,0,,,
0135.jpg,0,,,
0136.jpg,0,,,
0137.jpg,0,,,
0138.jpg,0,,,
0139.jpg,0,,,
0140.jpg,2,877.0,350.0,1.0
0141.jpg,2,889.0,343.0,1.0
0142.jpg,2,896.0,334.0,0.0
0143.jpg,2,898.0,317.0,1.0
0144.jpg,2,900.0,300.0,1.0
0145.jpg,2,900.0,301.0,1.0
0146.jpg,2,891.0,287.0,1.0
0147.jpg,2,885.0,278.0,1.0
0148.jpg,2,874.0,270.0,1.0
0149.jpg,2,862.0,271.0,1.0
0150.jpg,1,853.0,266.0,1.0
0151.jpg,2,851.0,267.0,1.0
0152.jpg,2,842.0,263.0,1.0
0153.jpg,2,832.0,267.0,1.0
0154.jpg,2,822.0,269.0,1.0
0155.jpg,2,811.0,278.0,1.0
0156.jpg,2,804.0,284.0,1.0
0157.jpg,2,803.0,283.0,1.0
0158.jpg,2,792.0,291.0,1.0
0159.jpg,2,790.0,308.0,1.0
0160.jpg,2,781.0,321.0,1.0
0161.jpg,2,780.0,346.0,0.0
0162.jpg,2,775.0,364.0,0.0
0163.jpg,2,777.0,364.0,0.0
0164.jpg,0,,,
0165.jpg,0,,,
0166.jpg,0,,,
0167.jpg,0,,,
0168.jpg,0,,,
0169.jpg,0,,,
0170.jpg,0,,,
0171.jpg,1,779.0,363.0,0.0
0172.jpg,1,781.0,355.0,0.0
0173.jpg,1,783.0,349.0,0.0
0174.jpg,1,787.0,340.0,0.0
0175.jpg,1,786.0,340.0,0.0
0176.jpg,1,789.0,333.0,0.0
0177.jpg,1,794.0,329.0,0.0
0178.jpg,1,795.0,327.0,0.0
0179.jpg,1,796.0,325.0,0.0
0180.jpg,2,798.0,325.0,0.0
0181.jpg,2,798.0,324.0,1.0
0182.jpg,2,801.0,323.0,1.0
0183.jpg,2,800.0,323.0,1.0
0184.jpg,2,801.0,322.0,1.0
0185.jpg,2,800.0,321.0,1.0
0186.jpg,2,800.0,318.0,1.0
0187.jpg,2,799.0,318.0,1.0
0188.jpg,1,798.0,316.0,1.0
0189.jpg,2,796.0,311.0,1.0
0190.jpg,1,796.0,309.0,1.0
0191.jpg,0,,,
0192.jpg,0,,,
0193.jpg,0,,,
0194.jpg,1,788.0,300.0,1.0
0195.jpg,2,785.0,301.0,1.0
0196.jpg,1,783.0,304.0,1.0
0197.jpg,1,779.0,306.0,1.0
0198.jpg,1,774.0,318.0,1.0
0199.jpg,1,775.0,316.0,1.0
0200.jpg,1,771.0,329.0,1.0
0201.jpg,1,772.0,346.0,0.0
0202.jpg,2,775.0,366.0,0.0
0203.jpg,0,,,
0204.jpg,2,783.0,408.0,0.0
0205.jpg,2,781.0,409.0,0.0
0206.jpg,1,782.0,419.0,2.0
0207.jpg,1,789.0,406.0,0.0
0208.jpg,1,792.0,396.0,0.0
0209.jpg,1,797.0,387.0,0.0
0210.jpg,1,799.0,375.0,0.0
0211.jpg,1,801.0,376.0,0.0
0212.jpg,1,808.0,368.0,0.0
0213.jpg,1,808.0,363.0,0.0
0214.jpg,1,813.0,365.0,0.0
0215.jpg,2,816.0,362.0,1.0
0216.jpg,0,,,
0217.jpg,0,,,
0218.jpg,1,824.0,367.0,1.0
0219.jpg,1,828.0,369.0,1.0
0220.jpg,1,828.0,370.0,1.0
0221.jpg,1,826.0,371.0,1.0
0222.jpg,1,827.0,369.0,1.0
0223.jpg,1,826.0,369.0,1.0
0224.jpg,1,825.0,369.0,1.0
0225.jpg,2,825.0,367.0,1.0
0226.jpg,2,831.0,362.0,1.0
0227.jpg,0,,,
0228.jpg,0,,,
0229.jpg,0,,,
0230.jpg,0,,,
0231.jpg,0,,,
0232.jpg,0,,,
0233.jpg,0,,,
0234.jpg,0,,,
0235.jpg,0,,,
0236.jpg,0,,,
0237.jpg,0,,,
0238.jpg,0,,,
0239.jpg,0,,,
0240.jpg,0,,,
0241.jpg,0,,,
0242.jpg,0,,,
0243.jpg,0,,,
0244.jpg,0,,,
0245.jpg,0,,,
0246.jpg,0,,,
0247.jpg,0,,,
0248.jpg,0,,,
0249.jpg,0,,,
0250.jpg,0,,,
0251.jpg,0,,,
0252.jpg,0,,,
0253.jpg,0,,,
0254.jpg,0,,,
0255.jpg,0,,,
0256.jpg,1,946.0,368.0,1.0
0257.jpg,1,950.0,371.0,1.0
0258.jpg,1,955.0,375.0,1.0
0259.jpg,1,955.0,374.0,1.0
0260.jpg,1,968.0,371.0,1.0
0261.jpg,1,973.0,360.0,1.0
