File Name,Visibility Class,X,Y,Trajectory Pattern
0000.jpg,1,534.0,311.0,1.0
0001.jpg,1,536.0,311.0,1.0
0002.jpg,1,535.0,313.0,1.0
0003.jpg,1,536.0,311.0,1.0
0004.jpg,1,538.0,309.0,1.0
0005.jpg,1,535.0,311.0,1.0
0006.jpg,1,535.0,311.0,1.0
0007.jpg,1,538.0,309.0,1.0
0008.jpg,1,537.0,307.0,1.0
0009.jpg,1,536.0,309.0,1.0
0010.jpg,1,537.0,308.0,1.0
0011.jpg,1,535.0,310.0,1.0
0012.jpg,1,539.0,311.0,1.0
0013.jpg,1,539.0,310.0,1.0
0014.jpg,1,541.0,310.0,1.0
0015.jpg,1,540.0,310.0,1.0
0016.jpg,1,541.0,309.0,1.0
0017.jpg,1,543.0,307.0,1.0
0018.jpg,1,543.0,304.0,1.0
0019.jpg,1,548.0,302.0,1.0
0020.jpg,1,548.0,302.0,1.0
0021.jpg,1,551.0,298.0,1.0
0022.jpg,1,555.0,298.0,1.0
0023.jpg,1,558.0,297.0,1.0
0024.jpg,0,,,
0025.jpg,0,,,
0026.jpg,0,,,
0027.jpg,0,,,
0028.jpg,0,,,
0029.jpg,0,,,
0030.jpg,0,,,
0031.jpg,0,,,
0032.jpg,1,568.0,285.0,1.0
0033.jpg,1,562.0,278.0,0.0
0034.jpg,1,553.0,273.0,0.0
0035.jpg,1,547.0,270.0,0.0
0036.jpg,1,534.0,268.0,0.0
0037.jpg,1,528.0,269.0,0.0
0038.jpg,1,527.0,267.0,0.0
0039.jpg,1,517.0,272.0,0.0
0040.jpg,1,509.0,268.0,0.0
0041.jpg,1,499.0,269.0,0.0
0042.jpg,1,487.0,272.0,0.0
0043.jpg,1,483.0,278.0,0.0
0044.jpg,1,481.0,278.0,0.0
0045.jpg,1,472.0,283.0,0.0
0046.jpg,1,466.0,286.0,1.0
0047.jpg,1,467.0,286.0,1.0
0048.jpg,1,469.0,286.0,1.0
0049.jpg,1,469.0,290.0,1.0
0050.jpg,1,469.0,290.0,1.0
0051.jpg,1,471.0,291.0,1.0
0052.jpg,1,473.0,296.0,1.0
0053.jpg,1,474.0,299.0,1.0
0054.jpg,1,473.0,300.0,1.0
0055.jpg,1,475.0,304.0,1.0
0056.jpg,1,475.0,306.0,1.0
0057.jpg,1,477.0,307.0,1.0
0058.jpg,1,475.0,308.0,1.0
0059.jpg,1,472.0,310.0,1.0
0060.jpg,1,471.0,312.0,1.0
0061.jpg,0,,,
0062.jpg,0,,,
0063.jpg,0,,,
0064.jpg,1,464.0,315.0,0.0
0065.jpg,1,459.0,321.0,0.0
0066.jpg,0,,,
0067.jpg,0,,,
0068.jpg,0,,,
0069.jpg,0,,,
0070.jpg,0,,,
0071.jpg,1,459.0,327.0,1.0
0072.jpg,1,457.0,319.0,1.0
0073.jpg,1,455.0,316.0,1.0
0074.jpg,1,452.0,313.0,1.0
0075.jpg,1,451.0,307.0,1.0
0076.jpg,1,443.0,307.0,1.0
0077.jpg,1,445.0,307.0,0.0
0078.jpg,1,446.0,307.0,1.0
0079.jpg,1,453.0,309.0,1.0
0080.jpg,1,454.0,310.0,1.0
0081.jpg,1,460.0,311.0,1.0
0082.jpg,1,467.0,320.0,1.0
0083.jpg,1,475.0,327.0,1.0
0084.jpg,0,,,
0085.jpg,0,,,
0086.jpg,0,,,
0087.jpg,0,,,
0088.jpg,1,498.0,406.0,0.0
0089.jpg,1,498.0,409.0,0.0
0090.jpg,1,495.0,397.0,0.0
0091.jpg,1,496.0,382.0,0.0
0092.jpg,1,495.0,385.0,0.0
0093.jpg,1,492.0,373.0,0.0
0094.jpg,1,492.0,362.0,0.0
0095.jpg,1,490.0,351.0,0.0
0096.jpg,1,487.0,344.0,0.0
0097.jpg,1,482.0,336.0,0.0
0098.jpg,1,486.0,337.0,0.0
0099.jpg,1,483.0,331.0,0.0
0100.jpg,1,483.0,327.0,1.0
0101.jpg,1,485.0,326.0,1.0
0102.jpg,1,486.0,325.0,1.0
0103.jpg,1,487.0,321.0,1.0
0104.jpg,1,487.0,325.0,1.0
0105.jpg,1,482.0,317.0,1.0
0106.jpg,1,478.0,316.0,1.0
0107.jpg,1,479.0,314.0,1.0
0108.jpg,1,474.0,314.0,1.0
0109.jpg,1,472.0,310.0,1.0
0110.jpg,1,471.0,313.0,1.0
0111.jpg,1,469.0,310.0,1.0
0112.jpg,1,466.0,310.0,1.0
0113.jpg,1,464.0,309.0,1.0
0114.jpg,1,463.0,307.0,1.0
0115.jpg,1,461.0,303.0,1.0
0116.jpg,1,461.0,303.0,1.0
0117.jpg,1,460.0,302.0,1.0
0118.jpg,1,462.0,295.0,1.0
0119.jpg,1,459.0,295.0,1.0
0120.jpg,1,453.0,294.0,1.0
0121.jpg,1,454.0,296.0,1.0
0122.jpg,1,453.0,295.0,1.0
0123.jpg,1,449.0,294.0,1.0
0124.jpg,1,445.0,297.0,1.0
0125.jpg,1,450.0,299.0,1.0
0126.jpg,1,447.0,301.0,1.0
0127.jpg,1,448.0,298.0,1.0
0128.jpg,0,,,
0129.jpg,1,454.0,300.0,1.0
0130.jpg,1,458.0,300.0,1.0
0131.jpg,1,465.0,297.0,1.0
0132.jpg,1,467.0,304.0,1.0
0133.jpg,0,,,
0134.jpg,0,,,
0135.jpg,1,481.0,332.0,0.0
0136.jpg,0,,,
0137.jpg,1,494.0,363.0,0.0
0138.jpg,1,504.0,385.0,0.0
0139.jpg,1,513.0,401.0,0.0
0140.jpg,1,514.0,403.0,0.0
0141.jpg,1,524.0,424.0,0.0
0142.jpg,1,534.0,447.0,0.0
0143.jpg,1,544.0,469.0,0.0
0144.jpg,1,554.0,491.0,2.0
0145.jpg,1,560.0,482.0,0.0
0146.jpg,1,557.0,482.0,0.0
0147.jpg,1,560.0,473.0,0.0
0148.jpg,1,566.0,468.0,0.0
0149.jpg,0,,,
0150.jpg,0,,,
0151.jpg,0,,,
0152.jpg,0,,,
0153.jpg,0,,,
0154.jpg,0,,,
0155.jpg,0,,,
0156.jpg,0,,,
0157.jpg,0,,,
0158.jpg,0,,,
0159.jpg,0,,,
0160.jpg,0,,,
0161.jpg,1,590.0,471.0,1.0
0162.jpg,1,588.0,476.0,1.0
0163.jpg,1,586.0,475.0,1.0
0164.jpg,1,585.0,476.0,1.0
0165.jpg,1,580.0,477.0,1.0
0166.jpg,1,577.0,472.0,1.0
0167.jpg,0,,,
0168.jpg,0,,,
0169.jpg,0,,,
0170.jpg,0,,,
0171.jpg,0,,,
0172.jpg,0,,,
0173.jpg,0,,,
0174.jpg,0,,,
0175.jpg,0,,,
0176.jpg,0,,,
0177.jpg,0,,,
0178.jpg,1,577.0,450.0,1.0
0179.jpg,1,577.0,450.0,1.0
0180.jpg,1,582.0,446.0,1.0
0181.jpg,1,593.0,445.0,1.0
0182.jpg,0,,,
0183.jpg,1,596.0,446.0,1.0
0184.jpg,1,595.0,444.0,1.0
0185.jpg,1,599.0,444.0,1.0
0186.jpg,1,602.0,442.0,1.0
0187.jpg,1,605.0,442.0,1.0
0188.jpg,1,604.0,441.0,1.0
0189.jpg,1,609.0,446.0,1.0
0190.jpg,1,608.0,443.0,1.0
0191.jpg,1,608.0,441.0,1.0
0192.jpg,1,608.0,439.0,1.0
0193.jpg,1,610.0,436.0,1.0
0194.jpg,1,612.0,434.0,1.0
0195.jpg,1,610.0,430.0,1.0
0196.jpg,1,607.0,421.0,1.0
0197.jpg,1,602.0,413.0,1.0
0198.jpg,1,606.0,413.0,1.0
0199.jpg,1,602.0,410.0,1.0
0200.jpg,1,605.0,412.0,1.0
0201.jpg,1,612.0,407.0,1.0
0202.jpg,1,617.0,413.0,1.0
0203.jpg,1,623.0,412.0,1.0
0204.jpg,1,631.0,411.0,1.0
0205.jpg,1,640.0,410.0,1.0
0206.jpg,1,638.0,409.0,1.0
0207.jpg,1,647.0,410.0,1.0
0208.jpg,1,653.0,412.0,1.0
0209.jpg,1,662.0,415.0,1.0
0210.jpg,1,667.0,417.0,1.0
0211.jpg,1,681.0,423.0,1.0
0212.jpg,1,680.0,419.0,1.0
0213.jpg,1,689.0,428.0,1.0
0214.jpg,1,700.0,436.0,1.0
0215.jpg,1,716.0,453.0,1.0
0216.jpg,1,733.0,467.0,0.0
0217.jpg,1,752.0,494.0,0.0
0218.jpg,1,751.0,494.0,0.0
0219.jpg,1,772.0,513.0,0.0
0220.jpg,1,787.0,535.0,0.0
0221.jpg,1,808.0,562.0,0.0
0222.jpg,1,822.0,588.0,2.0
0223.jpg,0,,,
0224.jpg,1,829.0,575.0,0.0
0225.jpg,1,835.0,561.0,0.0
0226.jpg,1,841.0,548.0,0.0
0227.jpg,1,845.0,541.0,0.0
0228.jpg,1,851.0,530.0,0.0
0229.jpg,1,857.0,518.0,0.0
0230.jpg,1,860.0,520.0,0.0
0231.jpg,1,863.0,514.0,0.0
0232.jpg,1,869.0,508.0,0.0
0233.jpg,1,876.0,505.0,0.0
0234.jpg,1,881.0,502.0,0.0
0235.jpg,1,881.0,507.0,1.0
0236.jpg,1,879.0,506.0,1.0
0237.jpg,1,881.0,511.0,1.0
0238.jpg,1,884.0,510.0,1.0
0239.jpg,1,883.0,513.0,1.0
0240.jpg,2,882.0,516.0,1.0
0241.jpg,0,,,
0242.jpg,0,,,
0243.jpg,0,,,
0244.jpg,0,,,
0245.jpg,0,,,
0246.jpg,0,,,
0247.jpg,0,,,
0248.jpg,0,,,
0249.jpg,0,,,
0250.jpg,0,,,
0251.jpg,0,,,
0252.jpg,0,,,
0253.jpg,0,,,
0254.jpg,0,,,
0255.jpg,0,,,
0256.jpg,0,,,
0257.jpg,0,,,
0258.jpg,0,,,
0259.jpg,0,,,
0260.jpg,0,,,
0261.jpg,0,,,
0262.jpg,0,,,
0263.jpg,0,,,
0264.jpg,0,,,
0265.jpg,0,,,
0266.jpg,0,,,
0267.jpg,0,,,
0268.jpg,0,,,
0269.jpg,0,,,
0270.jpg,0,,,
0271.jpg,0,,,
0272.jpg,0,,,
0273.jpg,0,,,
0274.jpg,0,,,
0275.jpg,0,,,
0276.jpg,0,,,
0277.jpg,0,,,
0278.jpg,0,,,
0279.jpg,0,,,
0280.jpg,0,,,
0281.jpg,0,,,
0282.jpg,0,,,
0283.jpg,0,,,
0284.jpg,2,877.0,444.0,1.0
0285.jpg,2,877.0,434.0,1.0
0286.jpg,2,875.0,430.0,1.0
0287.jpg,2,876.0,423.0,1.0
0288.jpg,1,880.0,419.0,1.0
0289.jpg,1,875.0,420.0,1.0
0290.jpg,1,878.0,420.0,1.0
0291.jpg,1,874.0,415.0,1.0
0292.jpg,1,876.0,420.0,1.0
0293.jpg,1,872.0,415.0,1.0
0294.jpg,1,872.0,414.0,1.0
0295.jpg,1,873.0,416.0,1.0
0296.jpg,1,873.0,415.0,1.0
0297.jpg,1,873.0,415.0,1.0
0298.jpg,1,871.0,414.0,1.0
0299.jpg,1,871.0,412.0,1.0
0300.jpg,1,875.0,418.0,1.0
0301.jpg,1,875.0,415.0,1.0
0302.jpg,1,875.0,415.0,1.0
0303.jpg,1,877.0,415.0,1.0
0304.jpg,1,877.0,413.0,1.0
0305.jpg,1,876.0,412.0,1.0
0306.jpg,1,880.0,412.0,1.0
0307.jpg,1,882.0,407.0,1.0
0308.jpg,1,881.0,409.0,1.0
0309.jpg,1,883.0,409.0,1.0
0310.jpg,1,882.0,408.0,1.0
0311.jpg,1,883.0,408.0,1.0
0312.jpg,1,881.0,409.0,1.0
0313.jpg,1,877.0,414.0,1.0
0314.jpg,1,875.0,415.0,1.0
0315.jpg,1,867.0,422.0,1.0
0316.jpg,1,853.0,432.0,0.0
0317.jpg,0,,,
0318.jpg,1,822.0,467.0,0.0
0319.jpg,1,808.0,486.0,0.0
0320.jpg,1,805.0,485.0,0.0
0321.jpg,1,791.0,508.0,0.0
0322.jpg,1,775.0,527.0,0.0
0323.jpg,1,763.0,546.0,2.0
0324.jpg,1,755.0,533.0,0.0
0325.jpg,1,752.0,520.0,0.0
0326.jpg,1,751.0,517.0,0.0
0327.jpg,1,748.0,506.0,0.0
0328.jpg,1,744.0,494.0,0.0
0329.jpg,1,740.0,482.0,0.0
0330.jpg,1,731.0,474.0,0.0
0331.jpg,1,726.0,468.0,0.0
0332.jpg,1,729.0,464.0,0.0
0333.jpg,1,723.0,462.0,0.0
0334.jpg,1,720.0,458.0,1.0
0335.jpg,1,718.0,458.0,1.0
0336.jpg,1,714.0,460.0,1.0
0337.jpg,1,712.0,455.0,1.0
0338.jpg,1,709.0,460.0,1.0
0339.jpg,1,701.0,452.0,1.0
0340.jpg,1,697.0,447.0,1.0
0341.jpg,1,689.0,443.0,1.0
0342.jpg,1,681.0,442.0,1.0
0343.jpg,1,671.0,436.0,1.0
0344.jpg,1,671.0,435.0,1.0
0345.jpg,1,665.0,435.0,1.0
0346.jpg,2,662.0,431.0,1.0
0347.jpg,2,655.0,431.0,1.0
0348.jpg,2,647.0,428.0,1.0
0349.jpg,2,647.0,432.0,1.0
0350.jpg,2,646.0,428.0,1.0
0351.jpg,2,641.0,428.0,1.0
0352.jpg,2,640.0,427.0,1.0
0353.jpg,2,633.0,426.0,1.0
0354.jpg,2,638.0,428.0,1.0
0355.jpg,2,633.0,423.0,1.0
0356.jpg,2,634.0,425.0,1.0
0357.jpg,2,633.0,428.0,1.0
0358.jpg,0,,,
0359.jpg,0,,,
0360.jpg,0,,,
0361.jpg,0,,,
0362.jpg,0,,,
0363.jpg,0,,,
0364.jpg,0,,,
0365.jpg,2,616.0,425.0,0.0
0366.jpg,2,616.0,422.0,1.0
0367.jpg,1,614.0,418.0,1.0
0368.jpg,2,615.0,420.0,1.0
0369.jpg,2,613.0,411.0,1.0
0370.jpg,1,609.0,406.0,1.0
0371.jpg,1,605.0,401.0,1.0
0372.jpg,1,604.0,400.0,1.0
0373.jpg,1,602.0,403.0,1.0
0374.jpg,1,600.0,402.0,1.0
0375.jpg,1,602.0,398.0,0.0
0376.jpg,1,602.0,392.0,1.0
0377.jpg,1,597.0,380.0,1.0
0378.jpg,1,592.0,372.0,1.0
0379.jpg,1,580.0,356.0,1.0
0380.jpg,1,580.0,360.0,1.0
0381.jpg,1,563.0,341.0,0.0
0382.jpg,1,552.0,330.0,0.0
0383.jpg,1,539.0,322.0,0.0
0384.jpg,1,528.0,314.0,0.0
0385.jpg,1,516.0,307.0,0.0
0386.jpg,1,516.0,309.0,0.0
0387.jpg,1,504.0,303.0,0.0
0388.jpg,1,491.0,297.0,0.0
0389.jpg,1,479.0,299.0,0.0
0390.jpg,1,470.0,295.0,0.0
0391.jpg,1,464.0,295.0,0.0
0392.jpg,1,463.0,295.0,0.0
0393.jpg,1,452.0,297.0,0.0
0394.jpg,1,444.0,298.0,0.0
0395.jpg,1,436.0,302.0,0.0
