File Name,Visibility Class,X,Y,Trajectory Pattern
0000.jpg,0,,,
0001.jpg,0,,,
0002.jpg,0,,,
0003.jpg,0,,,
0004.jpg,0,,,
0005.jpg,0,,,
0006.jpg,0,,,
0007.jpg,0,,,
0008.jpg,0,,,
0009.jpg,0,,,
0010.jpg,0,,,
0011.jpg,0,,,
0012.jpg,0,,,
0013.jpg,0,,,
0014.jpg,0,,,
0015.jpg,0,,,
0016.jpg,0,,,
0017.jpg,0,,,
0018.jpg,0,,,
0019.jpg,2,1017.0,258.0,1
0020.jpg,2,1021.0,258.0,1
0021.jpg,2,1031.0,256.0,1
0022.jpg,1,1039.0,253.0,1
0023.jpg,1,1049.0,254.0,1
0024.jpg,1,1052.0,249.0,1
0025.jpg,1,1059.0,247.0,1
0026.jpg,1,1068.0,233.0,0
0027.jpg,1,1076.0,228.0,0
0028.jpg,1,1084.0,225.0,0
0029.jpg,1,1091.0,221.0,0
0030.jpg,1,1090.0,220.0,0
0031.jpg,1,1097.0,220.0,0
0032.jpg,1,1106.0,219.0,0
0033.jpg,1,1110.0,218.0,0
0034.jpg,1,1118.0,218.0,1
0035.jpg,2,1117.0,221.0,1
0036.jpg,2,1117.0,220.0,1
0037.jpg,2,1121.0,224.0,1
0038.jpg,2,1128.0,226.0,1
0039.jpg,2,1134.0,223.0,1
0040.jpg,0,,,
0041.jpg,2,1144.0,226.0,1
0042.jpg,2,1146.0,224.0,1
0043.jpg,0,,,
0044.jpg,1,1163.0,221.0,1
0045.jpg,1,1162.0,210.0,1
0046.jpg,0,,,
0047.jpg,1,1146.0,185.0,1
0048.jpg,0,,,
0049.jpg,1,1138.0,177.0,1
0050.jpg,1,1117.0,172.0,1
0051.jpg,1,1102.0,176.0,1
0052.jpg,1,1088.0,177.0,1
0053.jpg,1,1079.0,178.0,1
0054.jpg,1,1078.0,177.0,1
0055.jpg,1,1070.0,176.0,1
0056.jpg,1,1060.0,172.0,1
0057.jpg,1,1052.0,164.0,1
0058.jpg,1,1042.0,165.0,1
0059.jpg,0,,,
0060.jpg,1,1034.0,166.0,0
0061.jpg,1,1028.0,172.0,0
0062.jpg,1,1019.0,176.0,0
0063.jpg,1,1016.0,181.0,0
0064.jpg,1,1011.0,189.0,0
0065.jpg,1,1008.0,197.0,0
0066.jpg,1,1010.0,198.0,0
0067.jpg,1,1009.0,208.0,0
0068.jpg,1,1018.0,217.0,0
0069.jpg,1,1023.0,228.0,0
0070.jpg,1,1030.0,243.0,0
0071.jpg,0,,,
0072.jpg,0,,,
0073.jpg,0,,,
0074.jpg,1,1050.0,284.0,0
0075.jpg,0,,,
0076.jpg,0,,,
0077.jpg,0,,,
0078.jpg,0,,,
0079.jpg,0,,,
0080.jpg,2,1045.0,328.0,1
0081.jpg,2,1040.0,330.0,1
0082.jpg,2,1038.0,330.0,1
0083.jpg,2,1031.0,328.0,1
0084.jpg,2,1031.0,328.0,1
0085.jpg,1,1028.0,325.0,1
0086.jpg,1,1025.0,322.0,1
0087.jpg,1,1021.0,321.0,1
0088.jpg,1,1017.0,317.0,1
0089.jpg,1,1018.0,318.0,1
0090.jpg,1,1016.0,317.0,1
0091.jpg,1,1015.0,315.0,1
0092.jpg,1,1014.0,309.0,1
0093.jpg,1,1019.0,310.0,1
0094.jpg,1,1021.0,304.0,1
0095.jpg,1,1027.0,300.0,1
0096.jpg,0,,,
0097.jpg,1,1029.0,291.0,1
0098.jpg,1,1034.0,287.0,1
0099.jpg,1,1044.0,282.0,1
0100.jpg,1,1049.0,282.0,1
0101.jpg,1,1049.0,281.0,1
0102.jpg,1,1051.0,281.0,1
0103.jpg,1,1049.0,281.0,1
0104.jpg,1,1043.0,280.0,1
0105.jpg,1,1031.0,280.0,1
0106.jpg,1,1015.0,283.0,1
0107.jpg,1,985.0,278.0,1
0108.jpg,0,,,
0109.jpg,0,,,
0110.jpg,0,,,
0111.jpg,1,891.0,279.0,0
0112.jpg,1,866.0,283.0,0
0113.jpg,1,831.0,282.0,0
0114.jpg,0,,,
0115.jpg,0,,,
0116.jpg,0,,,
0117.jpg,0,,,
0118.jpg,0,,,
0119.jpg,0,,,
0120.jpg,0,,,
0121.jpg,0,,,
0122.jpg,0,,,
0123.jpg,0,,,
0124.jpg,1,502.0,353.0,1
0125.jpg,1,496.0,355.0,1
0126.jpg,2,496.0,355.0,1
0127.jpg,2,497.0,362.0,1
0128.jpg,2,504.0,372.0,1
0129.jpg,0,,,
0130.jpg,1,515.0,410.0,1
0131.jpg,1,516.0,415.0,1
0132.jpg,1,514.0,413.0,1
0133.jpg,1,503.0,413.0,1
0134.jpg,2,493.0,395.0,1
0135.jpg,0,,,
0136.jpg,2,464.0,369.0,1
0137.jpg,2,449.0,353.0,1
0138.jpg,0,,,
0139.jpg,1,438.0,350.0,1
0140.jpg,1,435.0,351.0,1
0141.jpg,1,436.0,362.0,1
0142.jpg,1,445.0,361.0,1
0143.jpg,0,,,
0144.jpg,0,,,
0145.jpg,0,,,
0146.jpg,0,,,
0147.jpg,2,593.0,327.0,0
0148.jpg,0,,,
0149.jpg,0,,,
0150.jpg,0,,,
0151.jpg,0,,,
0152.jpg,2,787.0,309.0,0
0153.jpg,0,,,
0154.jpg,2,873.0,306.0,0
0155.jpg,0,,,
0156.jpg,0,,,
0157.jpg,0,,,
0158.jpg,0,,,
0159.jpg,0,,,
0160.jpg,0,,,
0161.jpg,2,1101.0,324.0,1
0162.jpg,2,1104.0,325.0,1
0163.jpg,2,1111.0,321.0,1
0164.jpg,2,1112.0,319.0,1
0165.jpg,2,1109.0,316.0,1
0166.jpg,2,1109.0,310.0,1
